Fecha y hora,Diámetro pistón (cm),Longitud carrera (cm),Ciclos/min,Eficiencia (%),Horas/día,Días,Tiempo activo (%),Producción total (L),Producción total (m3),Producción total (bbl),Meta (bbl),Cumple meta
2026-06-17 21:17:53,5.0,30.0,12.0,80.0,8.0,7,90.0,17100.317,17.10032,107.558,10.0,Sí
